sample_id,bucket,category,source_group,split,input_path,output_path,input_exists,output_exists,shape_match,input_width,input_height,output_width,output_height,severity,identity_candidate,diff_mean,mask_ratio,mask_threshold,input_pseudo_psnr,input_pseudo_ssim_global,e1_pseudo_psnr,e1_pseudo_ssim_global,e1_mask_outside_max_abs,e1_mask_outside_mean_abs
image_patches_small/6_594_30_SKPPWKPEPE_2_38_36_B_Living_6,image_patches_small,image_patches_small/clear_nostructure_imagine,594_30_SKPPWKPEPE_2_38_36_B_Living,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_imagine/6_594_30_SKPPWKPEPE_2_38_36_B_Living_6_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_imagine/6_594_30_SKPPWKPEPE_2_38_36_B_Living_6_generated.png,True,True,True,900,900,900,900,light,False,1.1523115634918213,0.020717283950617282,33.0,31.699957410932424,0.9859171788215969,40.01995418198716,0.9980798679891655,0,0.0
image_patches_small/0_100_63_TTTSTHHXHM_1_6_12_B_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,100_63_TTTSTHHXHM_1_6_12_B_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_100_63_TTTSTHHXHM_1_6_12_B_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_100_63_TTTSTHHXHM_1_6_12_B_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,5.256686210632324,0.14093703703703703,18.0,27.44020979384297,0.9826481702810471,34.69826209664611,0.9975506551951991,0,0.0
image_patches_small/0_102_10_SKADBPYRPE_3_23_16_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,102_10_SKADBPYRPE_3_23_16_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_102_10_SKADBPYRPE_3_23_16_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_102_10_SKADBPYRPE_3_23_16_A_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,7.225772857666016,0.11744938271604938,18.0,27.968923475521933,0.946371990819126,31.997435582528663,0.9804662361782885,0,0.0
image_patches_small/0_112_41_SKSWBPWJPS_1_5_1_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,112_41_SKSWBPWJPS_1_5_1_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_112_41_SKSWBPWJPS_1_5_1_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_112_41_SKSWBPWJPS_1_5_1_A_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,9.576468467712402,0.2697827160493827,18.0,24.95468361177627,0.9792969798724352,32.753180775809,0.9969341436854198,0,0.0
image_patches_small/0_113_41_SKSWBPWJPS_1_5_2_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,113_41_SKSWBPWJPS_1_5_2_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_113_41_SKSWBPWJPS_1_5_2_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_113_41_SKSWBPWJPS_1_5_2_A_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,10.066746711730957,0.29232345679012345,18.33333396911621,24.668789637833292,0.9761139168937532,32.659733641574114,0.9966166841537347,0,0.0
image_patches_small/0_1145_30_SKPPWKPEPE_2_50_47_C_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,1145_30_SKPPWKPEPE_2_50_47_C_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_1145_30_SKPPWKPEPE_2_50_47_C_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_1145_30_SKPPWKPEPE_2_50_47_C_Bed_0_generated.png,True,True,True,900,900,900,900,medium,False,2.482285976409912,0.10258024691358025,20.0,30.183190098274046,0.9938189386127148,40.0932576333755,0.9994974725475186,0,0.0
image_patches_small/0_11_5_OSRRQRUXUU_1_2_1_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,11_5_OSRRQRUXUU_1_2_1_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_11_5_OSRRQRUXUU_1_2_1_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_11_5_OSRRQRUXUU_1_2_1_A_Bed_0_generated.png,True,True,True,900,900,900,900,medium,False,3.313293933868408,0.11304074074074075,23.66666603088379,28.72659009925846,0.991295134604177,37.24490133820939,0.999039005173499,0,0.0
image_patches_small/0_11_61_TTNTIHLEHM_1_1_13_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,11_61_TTNTIHLEHM_1_1_13_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_11_61_TTNTIHLEHM_1_1_13_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_11_61_TTNTIHLEHM_1_1_13_A_Bed_0_generated.png,True,True,True,900,900,900,900,light,True,0.49348270893096924,8.888888888888889e-05,18.0,43.57082732305056,0.9997434177153456,43.59629379501307,0.9997452912659824,0,0.0
image_patches_small/0_120_17_SKPDPPERPE_1_5_18_A_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,120_17_SKPDPPERPE_1_5_18_A_MBed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_120_17_SKPDPPERPE_1_5_18_A_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_120_17_SKPDPPERPE_1_5_18_A_MBed_0_generated.png,True,True,True,900,900,900,900,light,True,1.3138453960418701,0.02655185185185185,18.0,35.641127897033776,0.9982671108463809,39.2240824521779,0.9993087839987645,0,0.0
image_patches_small/0_122_17_SKPDPPERPE_1_5_20_A_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,122_17_SKPDPPERPE_1_5_20_A_MBed,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_122_17_SKPDPPERPE_1_5_20_A_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_122_17_SKPDPPERPE_1_5_20_A_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,1.5664037466049194,0.034976543209876546,18.0,34.57367769794536,0.9975876546272315,38.38851773570882,0.9990716744258171,0,0.0
image_patches_small/0_126_17_SKPDPPERPE_1_5_24_A_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,126_17_SKPDPPERPE_1_5_24_A_MBed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_126_17_SKPDPPERPE_1_5_24_A_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_126_17_SKPDPPERPE_1_5_24_A_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,1.5884209871292114,0.04039012345679013,18.0,34.19453585352659,0.997204128492734,38.801169046989266,0.9991506145319721,0,0.0
image_patches_small/0_12_86_TZSMTHISHM_1_1_13_A_LivingDining_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,12_86_TZSMTHISHM_1_1_13_A_LivingDining,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_12_86_TZSMTHISHM_1_1_13_A_LivingDining_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_12_86_TZSMTHISHM_1_1_13_A_LivingDining_0_generated.png,True,True,True,900,900,900,900,severe,False,4.976958751678467,0.11305432098765432,21.0,26.952190732096742,0.9848502071455418,34.47524706401862,0.9977525958646418,0,0.0
image_patches_small/0_132_10_SKADBPYRPE_3_24_27_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,132_10_SKADBPYRPE_3_24_27_A_Bed,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_132_10_SKADBPYRPE_3_24_27_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_132_10_SKADBPYRPE_3_24_27_A_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,3.8680031299591064,0.10588024691358025,18.0,29.12085389845183,0.9881651989063274,36.658910852232594,0.9982286625432701,0,0.0
image_patches_small/0_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,13_22_SKPPWBPEPE_1_14_7_Whole_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_0_generated.png,True,True,True,900,900,900,900,severe,False,3.942401885986328,0.10318888888888889,27.33333396911621,26.3660368102462,0.974384910274393,37.40524886124223,0.9984138888933906,0,0.0
image_patches_small/0_229_78_TZIDZHMXHM_3_39_26_A_Utility_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,229_78_TZIDZHMXHM_3_39_26_A_Utility,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_229_78_TZIDZHMXHM_3_39_26_A_Utility_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_229_78_TZIDZHMXHM_3_39_26_A_Utility_0_generated.png,True,True,True,900,900,900,900,severe,False,5.300134658813477,0.10877654320987655,18.0,28.683418036611524,0.9949809842895908,33.48514901729282,0.9985800108106342,0,0.0
image_patches_small/0_280_17_SKPDPPERPE_1_11_10_C_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,280_17_SKPDPPERPE_1_11_10_C_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_280_17_SKPDPPERPE_1_11_10_C_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_280_17_SKPDPPERPE_1_11_10_C_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,2.3324193954467773,0.010246913580246913,18.0,34.882776438698244,0.9989433052535613,36.09924768603261,0.9992283331917294,0,0.0
image_patches_small/0_30_89_TZTMTHMJMM_1_2_13_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,30_89_TZTMTHMJMM_1_2_13_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_30_89_TZTMTHMJMM_1_2_13_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_30_89_TZTMTHMJMM_1_2_13_A_Bed_0_generated.png,True,True,True,900,900,900,900,severe,False,7.707147121429443,0.26496296296296296,19.33333396911621,25.38164826414963,0.9878109773113993,33.6866875445351,0.9985962678887023,0,0.0
image_patches_small/0_31_4_OSRRQRUXOU_1_3_10_A_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,31_4_OSRRQRUXOU_1_3_10_A_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_31_4_OSRRQRUXOU_1_3_10_A_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_31_4_OSRRQRUXOU_1_3_10_A_Bed_0_generated.png,True,True,True,900,900,900,900,medium,False,1.3764996528625488,0.0211641975308642,18.0,35.51281505408642,0.9985324013303604,38.61262980588287,0.9993163699803649,0,0.0
image_patches_small/0_325_38_SKPPWYPEPE_1_105_13_B_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,325_38_SKPPWYPEPE_1_105_13_B_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_325_38_SKPPWYPEPE_1_105_13_B_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_325_38_SKPPWYPEPE_1_105_13_B_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,3.5020642280578613,0.0776074074074074,18.0,29.00290424969837,0.9911506904814897,35.80945222306819,0.9983706355610092,0,0.0
image_patches_small/0_363_2_OSJDFRJRRU_1_14_2_D_Bed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,363_2_OSJDFRJRRU_1_14_2_D_Bed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_363_2_OSJDFRJRRU_1_14_2_D_Bed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_363_2_OSJDFRJRRU_1_14_2_D_Bed_0_generated.png,True,True,True,900,900,900,900,medium,False,3.1389987468719482,0.046681481481481484,18.0,31.237680663881427,0.9973548881670398,35.31247127256962,0.9990768381284877,0,0.0
image_patches_small/0_379_11_SKBKBPEAPE_1_11_20_C_Living_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,379_11_SKBKBPEAPE_1_11_20_C_Living,val,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_379_11_SKBKBPEAPE_1_11_20_C_Living_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_379_11_SKBKBPEAPE_1_11_20_C_Living_0_generated.png,True,True,True,900,900,900,900,severe,False,4.256436824798584,0.11161234567901235,19.66666603088379,28.013652227333786,0.9902462520575134,35.266759304423445,0.9985388652537761,0,0.0
image_patches_small/0_632_3_OSRJURUXRU_1_31_15_D_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,632_3_OSRJURUXRU_1_31_15_D_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_632_3_OSRJURUXRU_1_31_15_D_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_632_3_OSRJURUXRU_1_31_15_D_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,2.55053448677063,0.058162962962962965,18.0,31.673310647633777,0.996704828358566,36.68734505625921,0.9990966812020231,0,0.0
image_patches_small/0_637_3_OSRJURUXRU_1_31_20_D_MBed_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,637_3_OSRJURUXRU_1_31_20_D_MBed,train,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_637_3_OSRJURUXRU_1_31_20_D_MBed_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_637_3_OSRJURUXRU_1_31_20_D_MBed_0_generated.png,True,True,True,900,900,900,900,medium,False,2.604231834411621,0.05947283950617284,18.0,31.60221604963686,0.9964361715648423,36.44728937822001,0.9989925608108673,0,0.0
image_patches_small/0_650_86_TZSMTHISHM_1_24_13_D_LivingDining_0,image_patches_small,image_patches_small/clear_nostructure_noimagine,650_86_TZSMTHISHM_1_24_13_D_LivingDining,test,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_650_86_TZSMTHISHM_1_24_13_D_LivingDining_0_ori.png,To_Yukun_3DModelImageryEnhancement/To_Yukun_3DModelImageryEnhancement/s7_make_datasets/s1_trainingset/image_patches_small/clear_nostructure_noimagine/0_650_86_TZSMTHISHM_1_24_13_D_LivingDining_0_generated.png,True,True,True,900,900,900,900,severe,False,3.6577882766723633,0.07058765432098765,18.0,29.985066494492692,0.9963757246566,34.79060706102643,0.998910032019592,0,0.0
