sample_id,source_image,source_mask,source_group,split,kind,crop_x0,crop_y0,crop_x1,crop_y1,clean_path,distorted_path,mask_path,mask_ratio,seed
proxy_010_112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021.png,SSPPWBPEPK,train,missing,162,24,418,280,research/data/open3dhk_proxy_pairs/proxy_010_112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021/clean.png,research/data/open3dhk_proxy_pairs/proxy_010_112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021/distorted.png,research/data/open3dhk_proxy_pairs/proxy_010_112_44_SSPPWBPEPK_1_9_5_C_Bed_1_114.15254_22.280732_81.91_29.822021/mask.png,0.0350189208984375,20260830
proxy_011_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722.png,SKSWBPWJPS,train,warp,53,95,309,351,research/data/open3dhk_proxy_pairs/proxy_011_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722/clean.png,research/data/open3dhk_proxy_pairs/proxy_011_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722/distorted.png,research/data/open3dhk_proxy_pairs/proxy_011_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722/mask.png,0.02618408203125,20260831
proxy_012_749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724.png,OSRJURUXRU,val,blur,217,321,473,577,research/data/open3dhk_proxy_pairs/proxy_012_749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724/clean.png,research/data/open3dhk_proxy_pairs/proxy_012_749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724/distorted.png,research/data/open3dhk_proxy_pairs/proxy_012_749_3_OSRJURUXRU_2_58_33_D_Kitchen_114.151031_22.279003_237.28_25.908724/mask.png,0.03057861328125,20260832
proxy_013_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024.png,TZIDZHMXHM,train,downsample,558,176,814,432,research/data/open3dhk_proxy_pairs/proxy_013_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024/clean.png,research/data/open3dhk_proxy_pairs/proxy_013_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024/distorted.png,research/data/open3dhk_proxy_pairs/proxy_013_421_78_TZIDZHMXHM_3_46_22_A_Bed_2_114.149418_22.280548_196.3496_26.130024/mask.png,0.0639495849609375,20260833
proxy_014_11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722.png,SKKYGPBEPE,train,smear,98,518,354,774,research/data/open3dhk_proxy_pairs/proxy_014_11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722/clean.png,research/data/open3dhk_proxy_pairs/proxy_014_11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722/distorted.png,research/data/open3dhk_proxy_pairs/proxy_014_11_16_SKKYGPBEPE_1_1_15_A_Kitchen_114.151878_22.278839_167.6916_172.417722/mask.png,0.0711212158203125,20260834
proxy_015_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531.png,OSJDFRJRRU,train,repeat,96,216,352,472,research/data/open3dhk_proxy_pairs/proxy_015_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531/clean.png,research/data/open3dhk_proxy_pairs/proxy_015_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531/distorted.png,research/data/open3dhk_proxy_pairs/proxy_015_452_2_OSJDFRJRRU_1_16_25_E_Bed_2_114.150819_22.280202_188.3922_11.308531/mask.png,0.0575103759765625,20260835
proxy_016_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437.png,TTLDZHIVHT,train,missing,382,155,638,411,research/data/open3dhk_proxy_pairs/proxy_016_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437/clean.png,research/data/open3dhk_proxy_pairs/proxy_016_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437/distorted.png,research/data/open3dhk_proxy_pairs/proxy_016_124_60_TTLDZHIVHT_1_5_25_B_Bed_1_114.131881_22.28225_135.9_153.042437/mask.png,0.051055908203125,20260836
proxy_017_1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351.png,TZDZTHIRHM,train,warp,578,462,834,718,research/data/open3dhk_proxy_pairs/proxy_017_1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351/clean.png,research/data/open3dhk_proxy_pairs/proxy_017_1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351/distorted.png,research/data/open3dhk_proxy_pairs/proxy_017_1144_71_TZDZTHIRHM_1_34_23_D_LivingDining_114.153564_22.279163_176.2167_27.082351/mask.png,0.04437255859375,20260837
proxy_018_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177.png,TZDZZHIAHT,train,blur,612,64,868,320,research/data/open3dhk_proxy_pairs/proxy_018_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177/clean.png,research/data/open3dhk_proxy_pairs/proxy_018_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177/distorted.png,research/data/open3dhk_proxy_pairs/proxy_018_10_72_TZDZZHIAHT_1_1_11_F_Bed_1_114.144757_22.284454_117.7657_167.392177/mask.png,0.035247802734375,20260838
proxy_019_101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182.png,TTTSTHHXHM,train,downsample,304,393,560,649,research/data/open3dhk_proxy_pairs/proxy_019_101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182/clean.png,research/data/open3dhk_proxy_pairs/proxy_019_101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182/distorted.png,research/data/open3dhk_proxy_pairs/proxy_019_101_63_TTTSTHHXHM_1_6_13_B_Bed_2_114.140986_22.28488_96.6591_148.007182/mask.png,0.055908203125,20260839
proxy_020_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376.png,SSPPWYPEPE,train,smear,228,191,484,447,research/data/open3dhk_proxy_pairs/proxy_020_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376/clean.png,research/data/open3dhk_proxy_pairs/proxy_020_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376/distorted.png,research/data/open3dhk_proxy_pairs/proxy_020_35_55_SSPPWYPEPE_2_6_6_A_Bed_1_114.139876_22.284731_65.32_3.405376/mask.png,0.039947509765625,20260840
proxy_021_908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505.png,TZLZZHIOHT,train,repeat,118,147,374,403,research/data/open3dhk_proxy_pairs/proxy_021_908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505/clean.png,research/data/open3dhk_proxy_pairs/proxy_021_908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505/distorted.png,research/data/open3dhk_proxy_pairs/proxy_021_908_80_TZLZZHIOHT_1_223_7_H_Bed_1_114.145256_22.284551_104.7825_28.531505/mask.png,0.0794677734375,20260841
proxy_022_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255.png,TZHXTHISHM,val,missing,406,34,662,290,research/data/open3dhk_proxy_pairs/proxy_022_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255/clean.png,research/data/open3dhk_proxy_pairs/proxy_022_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255/distorted.png,research/data/open3dhk_proxy_pairs/proxy_022_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255/mask.png,0.0443267822265625,20260842
proxy_023_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372.png,TZTMTHMJMM,train,warp,440,486,696,742,research/data/open3dhk_proxy_pairs/proxy_023_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372/clean.png,research/data/open3dhk_proxy_pairs/proxy_023_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372/distorted.png,research/data/open3dhk_proxy_pairs/proxy_023_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372/mask.png,0.0605621337890625,20260843
proxy_024_280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726.png,SKPDPPERPE,train,blur,39,641,295,897,research/data/open3dhk_proxy_pairs/proxy_024_280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726/clean.png,research/data/open3dhk_proxy_pairs/proxy_024_280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726/distorted.png,research/data/open3dhk_proxy_pairs/proxy_024_280_17_SKPDPPERPE_1_11_10_C_MBed_114.148654_22.280241_175.02_27.373726/mask.png,0.0416259765625,20260844
proxy_025_328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845.png,TZSHZHMRHM,train,downsample,447,11,703,267,research/data/open3dhk_proxy_pairs/proxy_025_328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845/clean.png,research/data/open3dhk_proxy_pairs/proxy_025_328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845/distorted.png,research/data/open3dhk_proxy_pairs/proxy_025_328_84_TZSHZHMRHM_1_11_9_C_Kitchen_114.150158_22.280246_167.6116_118.38845/mask.png,0.062896728515625,20260845
proxy_026_1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944.png,SKSSGPYXPE,train,smear,343,200,599,456,research/data/open3dhk_proxy_pairs/proxy_026_1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944/clean.png,research/data/open3dhk_proxy_pairs/proxy_026_1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944/distorted.png,research/data/open3dhk_proxy_pairs/proxy_026_1549_40_SKSSGPYXPE_1_39_36_H_Bed_1_114.15014_22.281556_207.632_27.006944/mask.png,0.0803680419921875,20260846
proxy_027_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/images/323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403.png,research/assets/distortion_segmentation_annotation_dataset/for_segmentation/mask_for_sam/323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403.png,TZHSTHMYHM,train,repeat,167,206,423,462,research/data/open3dhk_proxy_pairs/proxy_027_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403/clean.png,research/data/open3dhk_proxy_pairs/proxy_027_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403/distorted.png,research/data/open3dhk_proxy_pairs/proxy_027_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403/mask.png,0.0638580322265625,20260847
